"","HandID","Timestamp","BigBlind","all-in","bets","calls","collected","posts","raises","Uncalled bet","profit","balance","profit_bb","balance_bb","running_sum","running_sum_bb"
"1875","170016533777:  ",2017-05-05 23:29:21,0.02,0,0,0,0,0.01,0,0,-0.01,4.42,-0.5,232,-0.63,-32.5
"1876","170016546424:  ",2017-05-05 23:30:00,0.02,0,0,0,0,0.02,0,0,-0.02,4.4,-1,231,-0.720000000000001,-37
"1877","170016562148:  ",2017-05-05 23:30:29,0.02,0,0,0.06,0,0,0,0,-0.06,4.34,-3,228,-0.81,-41.5
"1878","170016563889:  ",2017-05-05 23:30:34,0.02,0,0,0,0,0.01,0,0,-0.01,4.33,-0.5,227.5,-0.74,-38
"1879","170016586846:  ",2017-05-05 23:31:45,0.02,0,0.02,0.08,0,0.02,0,0,-0.12,4.21,-6,221.5,-0.84,-43
"1882","170016604589:  ",2017-05-05 23:32:39,0.02,0,0,0,0,0.01,0,0,-0.01,4.2,-0.5,221,-0.859999999999999,-44
"1883","170123367918:  ",2017-05-08 08:28:03,0.02,0,0,0,0,0.02,0,0,-0.02,4.18,-1,220,-0.87,-44.5
"1884","170123391493:  ",2017-05-08 08:28:48,0.02,0,0.02,0.01,0.04,0.01,0,0.02,0.02,4.2,1,221,-1.49,-75.5
"1889","170123434232:  ",2017-05-08 08:30:11,0.02,0,0.06,0.02,0.16,0,0,0,0.08,4.28,4,225,-1.44,-73
"1893","170123482689:  ",2017-05-08 08:31:44,0.02,0,0.06,0,0.08,0.02,0,0.06,0.06,4.34,3,228,-1.36,-69
"1897","170123542591:  ",2017-05-08 08:33:39,0.02,0,0,0,0,0.01,0,0,-0.01,4.33,-0.5,227.5,-1.36,-69
"1898","170123566932:  ",2017-05-08 08:34:26,0.02,0,0.45,0.13,1.17,0.02,0,0,0.57,4.9,28.5,256,-0.82,-42
"1904","170123582894:  ",2017-05-08 08:34:56,0.02,1.15,0,0,2.62,0,0.12,0,1.35,6.25,67.5,323.5,0.5,24
"1908","170123607155:  ",2017-05-08 08:35:43,0.02,0,0,0,0,0.01,0,0,-0.01,6.24,-0.5,323,0.510000000000001,24.5
"1909","170123621224:  ",2017-05-08 08:36:09,0.02,0,0,0.04,0,0,0,0,-0.04,6.2,-2,321,0.49,23.5
"1910","170123633807:  ",2017-05-08 08:36:33,0.02,0,0,0,0.05,0,0.06,0.04,0.03,6.23,1.5,322.5,0.529999999999999,25.5
"1913","170123730717:  ",2017-05-08 08:39:37,0.02,0,0,0,0.02,0.02,0,0.01,0.01,6.24,0.5,323,0.56,27
"1916","170123749660:  ",2017-05-08 08:40:13,0.02,0,0,0,0,0.01,0,0,-0.01,6.23,-0.5,322.5,0.52,25
"1917","170123809827:  ",2017-05-08 08:42:08,0.02,0,0,0,0,0.02,0,0,-0.02,6.21,-1,321.5,0.44,21
